Date,Close
2023-05-02,100.7846336097291
2023-05-03,100.60470877391676
2023-05-04,99.5339561524062
2023-05-05,100.58840787933735
2023-05-08,100.18523093236416
2023-05-09,101.4076760027466
2023-05-10,101.61595098082346
2023-05-11,102.59259001730717
2023-05-12,102.94895641448157
2023-05-15,103.65552958267352
2023-05-16,103.66602960339434
2023-05-17,105.45190009730017
2023-05-18,105.57881219000379
2023-05-19,105.98080155344849
2023-05-22,107.86395225050475
2023-05-23,106.5161931893623
2023-05-24,105.24570819087657
2023-05-25,106.21510489903457
2023-05-26,105.04198149392042
2023-05-29,106.98560267956971
2023-05-30,106.57198369880996
2023-05-31,105.82452888736921
2023-06-01,107.7474709138496
2023-06-02,109.22798570528401
2023-06-05,111.09554466571059
2023-06-06,112.00158932398597
2023-06-07,111.14036363893126
2023-06-08,113.0504285920303
2023-06-09,112.78242522107892
2023-06-12,113.58488161687532
2023-06-13,114.53213358464907
2023-06-14,114.37712349155824
2023-06-15,114.99120286190431
2023-06-16,115.91340953347084
2023-06-19,116.28983506462647
2023-06-20,115.19043427404227
2023-06-21,115.48867244824834
2023-06-22,116.81505834493537
2023-06-23,116.120490485204
2023-06-26,115.97085594487632
2023-06-27,115.5357023931547
2023-06-28,117.38496612163404
2023-06-29,118.05726087864647
2023-06-30,118.46472271488759
2023-07-03,117.69480664044227
2023-07-04,118.23405583173408
2023-07-05,117.5597231710767
2023-07-06,117.59155372935105
2023-07-07,116.95570765097217
2023-07-10,117.63214094591868
2023-07-11,118.20873176253362
2023-07-12,118.00043300695562
2023-07-13,118.39643971961726
2023-07-14,117.30337821088676
2023-07-17,115.81212061818115
2023-07-18,116.25151231944568
2023-07-19,116.41818581481822
2023-07-20,117.05321725171032
2023-07-21,119.43636202657427
2023-07-24,120.38084151356468
2023-07-25,119.46801928812052
2023-07-26,120.58503557621637
2023-07-27,119.26912816570486
2023-07-28,118.80754356089014
2023-07-31,118.73930195556551
2023-08-01,120.45264467721488
2023-08-02,119.70788985516644
2023-08-03,118.88145131650742
2023-08-04,118.782998792082
2023-08-07,118.11952050571989
2023-08-08,119.24615642782639
2023-08-09,118.16622491946296
2023-08-10,117.01875626705187
2023-08-11,116.58093622230743
2023-08-14,116.08290377161512
2023-08-15,118.0124358254321
2023-08-16,118.96185663235788
2023-08-17,119.04940787374306
2023-08-18,117.8239723549129
2023-08-21,118.66833533131445
2023-08-22,117.66811998392488
2023-08-23,116.12334888714727
2023-08-24,117.31137867949957
2023-08-25,117.62832129142443
2023-08-28,118.54918011520525
2023-08-29,118.86790776814827
2023-08-30,119.72473838005095
2023-08-31,119.0737127867508
2023-09-01,118.03946994496634
2023-09-04,118.72106446324797
2023-09-05,117.91765479907413
2023-09-06,117.22810502132393
2023-09-07,116.7725725178066
2023-09-08,116.79005167683164
2023-09-11,116.43605776557817
2023-09-12,115.06110647216015
2023-09-13,114.41748806932725
2023-09-14,112.19408491710283
2023-09-15,112.81931636813002
2023-09-18,111.21725871252326
2023-09-19,110.11287537309482
2023-09-20,110.1650404523558
2023-09-21,109.42547745596448
2023-09-22,110.96849205137121
2023-09-25,109.67563514164776
2023-09-26,109.94268601099695
2023-09-27,109.90340319276945
2023-09-28,108.73530969502825
2023-09-29,109.25858635556
2023-10-02,109.08704002433775
2023-10-03,109.85883057555142
2023-10-04,110.68233472951516
2023-10-05,112.84557067879585
2023-10-06,114.18209862823224
2023-10-09,113.81291679028979
2023-10-10,113.57353761271386
2023-10-11,114.67319720860098
2023-10-12,115.32846093932358
2023-10-13,115.96859246542117
2023-10-16,114.35163642111034
2023-10-17,114.3273102967114
2023-10-18,113.58927938750571
2023-10-19,113.86920398654895
2023-10-20,113.771053596906
2023-10-23,114.68123250499859
2023-10-24,114.99845072018988
2023-10-25,115.78477868229886
2023-10-26,115.31835958556292
2023-10-27,114.37391332964467
2023-10-30,113.96386363644211
2023-10-31,113.94684322258068
2023-11-01,114.32599495813577
2023-11-02,116.58530390882662
2023-11-03,116.54304675716597
2023-11-06,115.58710175667319
2023-11-07,115.2411199809738
2023-11-08,114.77752400632771
2023-11-09,115.25900548010118
2023-11-10,113.71820846565655
2023-11-13,113.78147045985688
2023-11-14,113.93797699782226
2023-11-15,114.17015803402253
2023-11-16,113.57284196505717
2023-11-17,113.33492023532116
2023-11-20,111.91085932633864
2023-11-21,111.41753944297645
2023-11-22,110.87467796695972
2023-11-23,111.29072801322116
2023-11-24,110.13454558139924
2023-11-27,110.91574368310923
2023-11-28,112.4102282276006
2023-11-29,110.34024320258706
2023-11-30,110.76650193336516
2023-12-01,111.44340996839541
2023-12-04,110.80597294284318
2023-12-05,110.40870112851438
2023-12-06,110.27582055092743
2023-12-07,109.9780296715257
2023-12-08,109.66901670247857
2023-12-11,107.9930128961486
2023-12-12,109.14534446093172
2023-12-13,110.22496305296855
2023-12-14,109.41159879376434
2023-12-15,107.94517446596183
2023-12-18,108.46623934241458
2023-12-19,107.89045137260152
2023-12-20,108.0324045359223
2023-12-21,107.7130761187772
2023-12-22,108.40461486984739
2023-12-25,109.09936401350339
2023-12-26,108.37376663503981
2023-12-27,106.99040267964476
2023-12-28,105.40746428230968
2023-12-29,106.01784366141688
